#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
63,"ROXANNE","Arizona Zervas",74,117,"pop, pop rap, rhode island rap, viral rap","Pop, Hip Hop","ROXANNE",2019-10-10,2:43,62,60,5,0,46,10,40,-6,F#/G♭ Minor,5,2020-03-16,696DnlkuDOXcMAnKlTgXXK,"Arizona Zervas",11A,https://p.scdn.co/mp3-preview/f6ad896c07ac548cb8932788a1dc9a2363c543a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851069a93617a916760ab88ffea
64,"4Tounce","JAWNY",0,138,"bedroom pop, indie pop","Pop, Rock","4Tounce",2019-11-07,2:47,61,69,62,0,44,10,10,-7,A Major,4,2020-03-16,0uJ3orpKS4UjIf7WRZodJ5,"Johnny Utah LLC",11B,,https://i.scdn.co/image/ab67616d0000485123e503b8ce230963480cb01f
65,"hot girl bummer","blackbear",1,130,"pop, pop rap","Pop, Hip Hop","hot girl bummer",2019-08-23,3:05,78,56,13,0,68,0,40,-7,F#/G♭ Minor,1,2020-03-24,7aiClxsDWFRQ0Kzk5KI5ku,"Beartrap/ Alamo/ Interscope Records",11A,,https://i.scdn.co/image/ab67616d0000485195e845fcceb1625ff6178411
66,"Breakeven","The Script",64,94,"celtic rock, dance pop, neo mellow, pop, pop rock","World/Traditional, Pop, Folk/Acoustic","The Script",2008-09-08,4:21,63,70,17,0,54,0,0,-5,A#/B♭ Major,4,2020-03-26,38xWaVFKaxZlMFvzNff2aW,"Phonogenic",6B,https://p.scdn.co/mp3-preview/3f725f44a6501e19228a6827d8916eaf36e4accb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b526ba531c80ed208cd428ed
67,"Say Something","Jordan Rakei",45,91,"alternative r&b, indie jazz, indie r&b, indie soul, neo r&b","R&B","Origin (Deluxe Edition)",2020-03-13,2:40,71,69,34,0,84,10,20,-8,A#/B♭ Minor,4,2020-04-02,6yOFJk88JjsRCGhx8lTecE,"Ninja Tune",3A,https://p.scdn.co/mp3-preview/1353dcb27da1058a18940c7664033dd59e1a314f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c7c5ade66c94fe02018deaa8
68,"Wriggle - Mr Jukes Edit","Cosmo Sheldrake,Mr Jukes",1,88,"uk pop, british soul, indie soul","R&B, Pop","Wriggle (Mr Jukes Edit)",2018-07-18,3:46,80,69,61,20,88,0,0,-10,F#/G♭ Major,4,2020-04-02,13quWzFiDx4y1GU0McXJSK,"Tardigrade Records",2B,,https://i.scdn.co/image/ab67616d0000485117133f4edf87a2dcb8bfddbd
69,"January","Millie Turner",18,100,"uk alternative pop, vapor soul","Dance/Electronic","Hide+Seek",2019-11-15,3:06,79,50,24,0,46,10,20,-9,G#/A♭ Minor,4,2020-04-02,0U9poBgDSkMtA6ypGOD0G6,"Millie Turner",1A,,https://i.scdn.co/image/ab67616d00004851509be5108ef2b2216b66d125
70,"Passionfruit","Drake",79,112,"canadian hip hop, canadian pop, hip hop, rap, toronto rap","Hip Hop, Pop, R&B","More Life",2017-03-18,4:58,81,46,26,9,36,0,10,-11,B Major,4,2020-04-05,5mCPDVBb16L4XQwDdbRUpz,"Cash Money Records/Young Money Ent./Universal Rec.",1B,,https://i.scdn.co/image/ab67616d000048514f0fd9dad63977146e685700
71,"My Way","Calvin Harris",74,120,"dance pop, edm, electro house, house, pop, progressive house, uk dance","Pop, Dance/Electronic","My Way",2016-09-16,3:39,82,91,9,0,54,0,10,-3,E Minor,4,2020-04-11,1vvNmPOiUuyCbgWmtc6yfm,"Columbia",9A,https://p.scdn.co/mp3-preview/73d26b7bb1dc89a2e878da15324b5f2862851e9f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d12bc5e3ea5c9f4a967de32
72,"Something For The Weekend","Ben Westbeech",32,123,"british soul","R&B","There's More To Life Than This",2011-09-13,4:31,75,67,3,0,92,0,0,-6,D#/E♭ Minor,4,2020-04-21,1TKzou412Ss55MQo2eG1F3,"Strictly Rhythm Records",2A,https://p.scdn.co/mp3-preview/031f18697fcac30ded2916f0f0b20f6690dc7225?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aaebf9d606f6d937aed36d03
73,"Soul Food","Alex Preston",2,124,"australian house, deep groove house, disco house, funky house, funky tech house, house, vocal house","Dance/Electronic","Soul Food",2020-04-03,5:44,84,90,1,22,68,30,0,-5,G Major,4,2020-04-25,6pbQBRATG0ICZbvDNMj5pE,"Freakin909",9B,https://p.scdn.co/mp3-preview/d68d4e33b583e2c67dfba30d9ef41095c50007db?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485133226dc4aa0c130eec36d0aa
74,"Stressed Out","Twenty One Pilots",81,170,"modern rock, rock","Rock","Blurryface",2015-05-15,3:22,73,64,5,0,65,10,0,-6,E Minor,4,2020-04-29,3CRDbSIZ4r5MsZ0YwxuEkn,"Fueled By Ramen",9A,https://p.scdn.co/mp3-preview/445bd9f1da55040877748cd401cb22d5dcb9fcd8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de03bfc2991fd5bcfde65ba3
75,"Juvenescence","Verzache",50,90,"lo-fi chill","Pop","Juvenescence",2017-03-09,2:30,84,36,77,17,46,0,10,-9,D Major,4,2020-05-01,5VqCEVBScatH05aM7KbABm,"Zach's cool label",10B,https://p.scdn.co/mp3-preview/4979d31f9866e017679a5d723e5fea38577ac90e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519fc3ccedfcd38f405f4111d2
76,"Zero-Sum [Halal Sol Remix]","Charlie Lim,Halal Sol",1,124,"singaporean pop, ","Pop","CHECK-HOOK: Remixes - Wave 1",2019-12-05,3:39,72,90,4,1,77,10,0,-6,F#/G♭ Major,4,2020-06-14,3jwBY2HuuRlpbIOGsCKgLT,"Universal Music Pte. Ltd.",2B,,https://i.scdn.co/image/ab67616d000048519b43c92247aa34f7c4bc760b
77,"Je t'aime encore","Yelle",32,100,"alternative dance, dance pop, electro-pop francais, electroclash, electronica, electropop, filter house, new rave","Rock, Pop, R&B, Dance/Electronic","Je t'aime encore",2020-04-28,3:37,52,59,36,1,22,0,10,-9,F Major,4,2020-06-14,0SANyOWaoaLPN7eFcEAXyy,"Recreation Center",7B,https://p.scdn.co/mp3-preview/18227b64e4d6b3f59b60f32f1155719fbce4ebba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515e27a43be61608da923623be
78,"Get It Together","The Go! Team",0,97,"alternative dance, brighton indie, indie rock, new rave","Rock","Thunder, Lightning, Strike",2004-10-02,3:28,56,94,1,8,68,0,0,-5,G Major,4,2020-06-25,63EXCCbQ6Top4lokEM3Cm9,"Memphis Industries",9B,,https://i.scdn.co/image/ab67616d00004851907562b8a447717e16fbe902
79,"Fake It","Seether",71,132,"alternative metal, nu metal, post-grunge, south african rock","Metal, Rock","Finding Beauty In Negative Spaces (Bonus Track Version)",2007-01-01,3:13,61,95,0,0,61,0,0,-4,G#/A♭ Major,4,2020-06-25,4eAwB5pnKFTmsgc3zWoYO0,"The Bicycle Music Company",4B,,https://i.scdn.co/image/ab67616d00004851c418220159462cdd7cfeb9a1
80,"Sleeping Lessons","The Shins",0,115,"albuquerque indie, alternative rock, indie pop, indie rock, modern rock, portland indie, stomp and holler","Rock, Folk/Acoustic","Wincing The Night Away",2007-01-23,3:57,51,50,17,1,17,0,10,-9,E Major,4,2020-06-25,3GbvAuf1qB1XxwnNoRcAFy,"Sub Pop Records",12B,,https://i.scdn.co/image/ab67616d00004851484a8cb754a6d403275ed417
81,"1 Thing","Amerie",60,130,"contemporary r&b, dance pop, hip hop, hip pop, neo soul, r&b, urban contemporary","Pop, Hip Hop, R&B","Touch",2005,3:58,61,96,11,0,87,30,0,-3,A#/B♭ Minor,5,2020-06-27,1mnqraQ8oV8MX92rdOFLWW,"Richcraft/Sony Urban Music/Columbia",3A,https://p.scdn.co/mp3-preview/f6c01548d1ca3c8c195fb3b2ab4b30132739cc8c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115dd2fc9aa1109bbe1456916
82,"Skeleton Boy","Friendly Fires",0,119,"alternative dance, dance rock, indietronica, new rave","Rock, Pop","Friendly Fires (Standard US Edition)",2008-09-02,3:33,61,91,1,0,79,0,10,-4,C♯/D♭ Major,4,2020-07-11,0sCiEjakj1BOi4gGIu3IMJ,"XL",3B,,https://i.scdn.co/image/ab67616d00004851a33f048ec31061dd58ed389b
83,"Rewind","Goldspot",30,125,"","","Tally Of The Yes Men",2005,3:35,66,74,7,0,59,0,0,-5,B Major,3,2020-07-12,6IvfeQJb680VY5f88udEv3,"EMI",1B,,https://i.scdn.co/image/ab67616d000048519bdb75b44ff4a197b9541d8a
84,"You Only Live Once","The Strokes",68,121,"alternative rock, garage rock, modern rock, permanent wave, rock","Rock, Blues","First Impressions Of Earth",2006-01-03,3:09,63,91,2,59,97,0,10,-2,B Major,4,2020-07-12,4fPBB44eDH71YohayI4eKV,"RCA Records Label",1B,https://p.scdn.co/mp3-preview/6599fd2a9f10d17b27072ea4c6c44b5edf756866?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516898a982ff3c6049ba52586c
85,"Ride","niko+,Clans",35,124,"","","Ride",2017-06-16,3:04,70,70,12,0,61,0,0,-8,A Major,4,2020-07-24,07RoCNdci9zv6ruYrCJVUe,"Name Brand Records",11B,https://p.scdn.co/mp3-preview/9f594ccf74dc17eca4b3a2db610e6d935449a8ef?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510852fe425d84af52bfce65a4
86,"Funky Galileo","Sure Sure",52,111,"indie pop, indie poptimism, indie rock, la indie, modern rock","Rock, Pop","Funky Galileo",2020-03-06,4:06,80,33,16,16,65,0,10,-9,A#/B♭ Major,4,2020-08-07,0TAHhMjG17P5pzlSm1sgSl,"Sure Sure",6B,https://p.scdn.co/mp3-preview/898825f7c843be01e2234d07a8eff85c5549e0fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5629a64cf8516a28c8bba2e
87,"Bloodstream","Firehorse",3,95,"","","Pills from Strangers",2013-06-25,2:32,75,62,26,1,37,0,20,-8,G Major,4,2020-09-14,6zczpOy99ZJnSad8iHtrox,"Pills from Strangers",9B,https://p.scdn.co/mp3-preview/768cb22942f3222c5c102f14f4ec9d9b7baaad7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eaa2da5a0407b476f02bb1c9
88,"Are You In?","Incubus",56,94,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock","Metal, Rock, Pop","Morning View",2001-10-23,4:24,53,59,24,24,36,0,80,-9,D Major,4,2020-09-17,1MvJno497VkQR3RsiJcRVm,"Epic/Immortal",10B,https://p.scdn.co/mp3-preview/4e2427d669a102e4f5886931f0513e1a5b2e773e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851289320ef78f164a472698926
89,"Joke's On You!","Oliver Tree",42,157,"alternative hip hop","Hip Hop","Ugly is Beautiful",2020-07-17,3:11,57,80,0,0,38,10,30,-7,B Major,4,2020-09-28,0MlFZLrCgd14Q0VNKRO8vo,"Atlantic Records",1B,https://p.scdn.co/mp3-preview/9f80c26d5147dd2d1c2a4e0d7a798a4d2cb96bc2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf5af474b6ed745faf53f508
90,"dreamin'","53 Thieves",49,85,"chill pop, indie soul","Pop, R&B","dreamin'",2020-02-07,3:27,83,42,36,0,34,40,10,-7,C♯/D♭ Minor,4,2020-10-31,4PlzJVdaRYC9Fg2AqlOxer,"Majestic Casual Records",12A,https://p.scdn.co/mp3-preview/d703827f90b46baaf326fdbf7f92eb9aceb32ab8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127476d9d6e32d5db0ec1e56b
91,"From Nothing To Something","Joss Moog",0,118,"jazz house","","Invasive Audience",2019-09-13,5:46,87,67,1,90,10,0,10,-9,F#/G♭ Minor,4,2020-11-03,5wMLhwWqbT1gIBrIjrgFfR,"Ondulé Recordings",11A,,https://i.scdn.co/image/ab67616d000048513c5a748184d6e896ec13d964
92,"Memories (feat. Kid Cudi)","David Guetta,Kid Cudi",65,130,"big room, dance pop, edm, pop, pop dance, hip hop, ohio hip hop, rap","Dance/Electronic, Pop, Hip Hop","One Love (Deluxe)",2009-08-21,3:30,56,87,0,0,50,30,20,-6,G#/A♭ Major,4,2020-11-18,4dTaAiV9xFFCxnPur9c9yL,"Parlophone (France)",4B,https://p.scdn.co/mp3-preview/9665d6e993fbaef8ec91b0444c5d7cbda4d8f634?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b2e43ed3850e072831f7b2c6
93,"Puppy Dog","Dreamer Boy",46,114,"chill r&b, indie pop, indie r&b, nashville indie","R&B, Rock, Folk/Acoustic","Puppy Dog",2019-12-10,3:30,69,55,17,0,51,0,30,-8,G Major,4,2020-12-09,13O36COxxWjcvc9r5Zsd1P,"slowplay/Harvest Records",9B,,https://i.scdn.co/image/ab67616d0000485117085ec4ebd6e53240f22736
94,"Royals","Lorde",76,85,"art pop, metropopolis, nz pop, pop","Pop, Dance/Electronic","Pure Heroine",2013-09-27,3:10,67,43,12,0,34,10,10,-10,G Major,4,2020-12-10,2dLLR6qlu5UJ5gk0dKz0h3,"Universal Music New Zealand Limited",9B,,https://i.scdn.co/image/ab67616d00004851187331e276c898d39764cc98
95,"I Love Sloane","Delroy Edwards",43,157,"lo-fi house, outsider house","Dance/Electronic, New age","Hangin' At The Beach",2016-08-05,1:16,54,51,80,97,83,0,10,-10,D Major,4,2020-12-20,6SN9oFJ5t117diywzLz9Yl,"L.A. Club Resource",10B,https://p.scdn.co/mp3-preview/5528a9cd0e4cf83fd23b29596871511112a9149f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485124caaf26db545fb56e333923
96,"Down the Line - It Takes a Number","Romare",44,88,"deep house, electronica, indie jazz, indie soul","Dance/Electronic, Rock, R&B","Meditations on Afrocentrism",2012-05-03,4:14,79,37,84,86,33,30,0,-10,F#/G♭ Major,4,2020-12-30,4CjEkkRMMKY2ROy21bFNrc,"Romare Music",2B,https://p.scdn.co/mp3-preview/dc97649fcc2a4fc1e00483c1cc0a3dd8fa523898?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e07214196fa7d6786c6273b
97,"Flat Peter","Max Graef,Glenn Astro",8,114,"lo-fi house, jazz house","Dance/Electronic","The Yard Work Simulator",2016-05-27,4:33,93,76,7,25,73,30,0,-10,F#/G♭ Major,4,2021-01-02,4HNzgzkWUYkXtuQG82NdSz,"Ninja Tune",2B,https://p.scdn.co/mp3-preview/830634483e1f7184de3ae10e9627499906c05374?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f7540b5095e340f973d3f8e
98,"DOWN","BAYNK,Golden Vessel,Akurei",16,117,"edm, electropop, indie soul, tropical house, vapor soul, vapor twitch, aussietronica, australian alternative pop","Dance/Electronic, Pop, R&B","A STUDY IN MOVEMENT",2020-07-01,3:14,80,59,4,35,13,0,10,-7,C Major,4,2021-01-02,1rHuaf3ZbWHXDRBALKHTT6,"AllPoints",8B,https://p.scdn.co/mp3-preview/a230145a11723b19235351cac13b09ad09b77713?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad0a65f52da600d0b5d73e81
99,"Starchild","Elujay",39,83,"alternative r&b, cali rap, chill r&b, indie hip hop, indie r&b, indie soul","R&B, Hip Hop","Adojio",2019-02-01,3:10,50,62,13,0,49,20,0,-7,A#/B♭ Minor,4,2021-01-02,4Ku4jFPD4J7UxdjG0xpjPf,"Onetime! / EMPIRE",3A,https://p.scdn.co/mp3-preview/ebb9de9a1bf763a7a04e11e5eadbca95f12d70ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b57ac8f36a964993214c5581
100,"Music Sounds Better With You","NEIL FRANCES",0,118,"indie soul","R&B","Music Sounds Better With You",2017-07-21,3:18,93,52,27,25,79,0,0,-8,G#/A♭ Minor,4,2021-01-04,0GL1ye91pT3nJIQzXwncG2,"NEIL FRANCES",1A,,https://i.scdn.co/image/ab67616d00004851d7f8b82781e725ffa5180bc9
101,"Slide (feat. Frank Ocean & Migos)","Calvin Harris,Frank Ocean,Migos,Funk Wav",67,104,"dance pop, edm, electro house, house, pop, progressive house, uk dance, hip hop, lgbtq+ hip hop, neo soul, atl hip hop, pop rap, rap, trap, ","Hip Hop, Pop, Dance/Electronic, R&B","Funk Wav Bounces Vol.1",2017-06-30,3:50,74,80,50,0,51,0,20,-3,C♯/D♭ Minor,4,2021-01-05,7tr2za8SQg2CI8EDgrdtNl,"Columbia",12A,https://p.scdn.co/mp3-preview/042d5265c3447c33a6a550e0b1985f990057d89d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514d3fa5ce7ba599f4fd7803ef
102,"Love Control","Max Chapman,Teeja",19,126,"deep disco house, house, uk tech house, ","Dance/Electronic","Love Control EP",2020-04-24,6:13,81,84,2,94,35,0,0,-8,F#/G♭ Minor,4,2021-01-08,6XvQPWTBqL5mbrm2OdChBx,"Resonance Records",11A,https://p.scdn.co/mp3-preview/9c287bb541cd23f8f94f92dfe432a82d502ade09?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851241d9bf97cc265f1720fde4d
103,"Rewind","Wingtip,Sophie Strauss",46,100,"electropop, indie poptimism, nyc pop, pop rock, ","Pop","Rewind",2017-02-10,3:17,66,63,11,0,28,0,10,-7,G#/A♭ Minor,4,2021-01-10,1VwFPiTNrvxg16OBBPDrEf,"Universal Records",1A,,https://i.scdn.co/image/ab67616d00004851404c5fbc6bca26ed50a79955
104,"Music Overflow - Original Mix","Kan Sano",3,88,"japanese jazz fusion, japanese r&b","Jazz, R&B","Sunshine EP",2013-06-09,4:28,75,24,18,1,83,10,10,-10,A#/B♭ Minor,4,2021-01-13,1zXB0n7NGMwkMMZyazC5hU,"Razor-N-Tape Digital",3A,https://p.scdn.co/mp3-preview/b298171c9f60ab9f61b835d40b65ec72109cb016?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fe67aa8ad60ccdf244e318f5
105,"My Girl","Kan Sano",40,107,"japanese jazz fusion, japanese r&b","Jazz, R&B","Ghost Notes",2019-05-22,4:25,62,54,4,82,67,0,0,-10,A Major,4,2021-01-13,5G1tZ7WSNHmvu5mzs3BpQe,"origami PRODUCTIONS",11B,https://p.scdn.co/mp3-preview/3d59d3b2eb2cd5bec76b258485bb808eef3484c8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513142ad01e5b9905abc4011ce
106,"Dedicacion","Felipe Gordon",0,122,"deep house, disco house, float house, jazz house, lo-fi house","Dance/Electronic","Mosaico Andino",2016-05-27,7:54,80,64,0,84,53,0,0,-10,C♯/D♭ Major,4,2021-01-13,5KBmFd6AYTrYsAfxHm1rTg,"Forbidden Cuts",3B,,https://i.scdn.co/image/ab67616d00004851ea501aac6c59ded2f9eedb15
107,"Beatin' Tha Breaks - Fouk Remix","Magic In Threes",36,115,"instrumental funk","R&B","Beatin' Tha Breaks",2015-07-10,5:21,84,48,16,89,44,0,10,-12,A Minor,4,2021-01-13,1JUKFzJ0dGMPb97SMGxYft,"Razor-N-Tape Digital",8A,https://p.scdn.co/mp3-preview/59fbba53364573683f2011b67cead6e2d028084b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b06420254eaf913033514f98
108,"Betrayed","Avenged Sevenfold",45,130,"alternative metal, nu metal","Metal","City of Evil",2005-06-06,6:46,47,93,0,0,52,0,30,-4,F Major,4,2021-01-13,5fArVBrjtT7UPIQ8j2yQnJ,"Warner Records",7B,https://p.scdn.co/mp3-preview/2e49dbb05c56649acbc4ca63a5c589856469124e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164312d8b81af58876a7ca5ee
109,"Portland","Drake,Quavo,Travis Scott",68,136,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, atl hip hop, melodic rap, trap, slap house","Hip Hop, Pop, R&B","More Life",2017-03-18,3:56,93,44,2,0,35,20,20,-8,C♯/D♭ Major,4,2021-01-17,2bjwRfXMk4uRgOD9IBYl9h,"Cash Money Records/Young Money Ent./Universal Rec.",3B,,https://i.scdn.co/image/ab67616d000048514f0fd9dad63977146e685700
110,"Malemolência","Céu",34,142,"bossa nova, brazilian indie, mpb, nova mpb","Jazz, Latin","CéU",2005,2:54,84,56,22,0,63,0,0,-10,G Minor,4,2021-01-23,1Wit1Nw3sVBbyyX9NjjT7H,"Six Degrees Travel Series",6A,https://p.scdn.co/mp3-preview/ddb43bc8af3a345c402ede24d5b86d703cf41169?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514244d41822962ed61675eb17
111,"Pogo","Digitalism",52,136,"alternative dance, big beat, dance-punk, electro house, electronica, indietronica, new rave","Rock, Dance/Electronic, Pop","Idealism",2007-05-09,3:46,40,74,0,0,39,0,50,-5,C Major,4,2021-01-23,67y8hDBlt0p74eeRwKz1KJ,"[PIAS] Cooperative",8B,https://p.scdn.co/mp3-preview/979b5c4c047a94f70e49e23ac183e31b859ead0a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513f60348430844f50c21ebfae
112,"Lenda","Céu",19,130,"bossa nova, brazilian indie, mpb, nova mpb","Jazz, Latin","CéU",2005,4:19,80,50,48,0,67,0,0,-10,G Minor,4,2021-01-23,2TQe6oN2M8kTkSUGXz4HmM,"Six Degrees Travel Series",6A,https://p.scdn.co/mp3-preview/8cec2667374ad15ec9aaa8acc4d69a718484ba5e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514244d41822962ed61675eb17
113,"Céu Azul (Ao Vivo)","Charlie Brown Jr.",13,120,"brazilian rock, hard rock brasileiro, rock alternativo brasileiro, rock nacional brasileiro","Rock, Latin","Música Popular Caiçara (Ao Vivo)",2012-03-19,3:16,68,58,61,0,69,0,20,-6,C♯/D♭ Minor,4,2021-01-23,3XDUFBYZy50XMaTXUZtRXA,"Radar Records",12A,,https://i.scdn.co/image/ab67616d0000485143ed40b0ae78f43311ac6bf7
114,"On Top Of The World","Imagine Dragons",65,100,"modern rock, rock","Rock","Night Visions (Deluxe)",2012-09-04,3:09,64,93,9,0,76,10,0,-6,C Major,4,2021-01-23,6KuHjfXHkfnIjdmcIvt9r0,"Kid Ina Korner / Interscope",8B,,https://i.scdn.co/image/ab67616d00004851a8f95e7f840c11edfa6cc3bd
115,"Banquet","Bloc Party",58,150,"alternative dance, dance-punk, indie rock, modern rock, new rave, rock","Rock","Silent Alarm",2005-03-22,3:16,58,89,0,1,89,0,20,-8,A#/B♭ Minor,4,2021-01-23,2YxXuCdbUpil3P7tRjhW1t,"Vice Records/Atlantic",3A,https://p.scdn.co/mp3-preview/df31e27f8a445af976237a74b23d9f2f9278bfa6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851093d283f94f4c2e22d6d695f
116,"Star - 2020","Beck",21,96,"alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock","Rock","Hyperspace (2020)",2020-08-12,2:50,68,70,9,2,34,10,10,-5,D Major,4,2021-01-23,6ojml7abI9lMS8fdZ62hgP,"Capitol Records",10B,,https://i.scdn.co/image/ab67616d0000485130312f869979f64fd17d8bad
117,"Truth","Bloc Party",35,148,"alternative dance, dance-punk, indie rock, modern rock, new rave, rock","Rock","Four",2012-08-20,4:00,46,90,0,27,69,0,50,-6,G Major,4,2021-01-23,2vpU7oz2bC243F0RxUe9ws,"[PIAS] Cooperative",9B,https://p.scdn.co/mp3-preview/99b5f526dd18c7a6c45a5d7cdc6cebee7366fffe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516af9e978eaba9e5f8ac7653b
118,"Octopus","Bloc Party",40,146,"alternative dance, dance-punk, indie rock, modern rock, new rave, rock","Rock","Four",2012-08-20,3:05,52,87,0,66,61,0,30,-6,A Minor,4,2021-01-23,2acEPaeXoldZ8pbDyct0CF,"[PIAS] Cooperative",8A,https://p.scdn.co/mp3-preview/f4d4885916fb9860282021d700efb93c8aa94909?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516af9e978eaba9e5f8ac7653b
119,"Hurt","Blxst",55,102,"pop rap","Hip Hop","No Love Lost (Deluxe)",2020-12-04,2:18,66,61,88,0,41,20,10,-4,D#/E♭ Minor,3,2021-02-04,2hKmsv270gdqt6r5dJjOsE,"Red Bull Records Inc. / Evgle LLC",2A,https://p.scdn.co/mp3-preview/cee6876b6f22c207e3cc7ef27b5ad187d0c75c6b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ff60cb3e14bc0a2a2b68020
120,"Só Por Uma Noite","Charlie Brown Jr.",61,109,"brazilian rock, hard rock brasileiro, rock alternativo brasileiro, rock nacional brasileiro","Rock, Latin","Bocas Ordinárias",2002-01-01,3:23,57,96,0,0,64,0,0,-3,E Major,4,2021-02-04,3FXo3xKG3aYV3hvdRzUY61,"EMI Brazil",12B,,https://i.scdn.co/image/ab67616d000048518113a121677b794124f7a763
121,"Colors","Beck",46,120,"alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock","Rock","Colors",2017-10-13,4:21,66,87,0,2,68,0,0,-5,B Major,4,2021-02-04,2BOUrjXoRIo2YHVAyZyXVX,"Capitol Records (CAP)",1B,,https://i.scdn.co/image/ab67616d0000485185c5d4eeba7c22b3df57e054
122,"Up All Night","Beck",50,110,"alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock","Rock","Colors",2017-10-13,3:10,64,91,0,9,64,0,20,-5,C♯/D♭ Minor,4,2021-02-04,28AgTOIZke8nitD0NNeb3G,"Capitol Records (CAP)",12A,,https://i.scdn.co/image/ab67616d0000485185c5d4eeba7c22b3df57e054
123,"All That (feat. Channel Tres)","Emotional Oranges,Channel Tres",0,110,"indie r&b, indie soul, la pop","R&B, Pop","All That (feat. Channel Tres)",2020-10-14,3:05,92,72,4,6,86,10,10,-6,A#/B♭ Minor,4,2021-02-04,1rDRBVSqKgs3K9HiX5OTrL,"Island Records",3A,,https://i.scdn.co/image/ab67616d0000485104d0f581a288790dd72b89c0
